,T47.D_0h_1,T47.D_0h_2,T47.D_24h_13,T47.D_24h_14,BT.474_0h_15,BT.474_0h_16,BT.474_24h_25,BT.474_24h_26
NRSN2,6.519,6.3304,7.6139,7.3079,7.3592,7.1715,6.2726,6.7902
NRTN,3.5781,3.5929,3.9658,3.6231,3.5408,3.6001,3.6607,3.7345
NRXN1,4.5614,4.6414,4.3782,4.4862,4.7275,4.4621,4.405,4.5294
NRXN2,5.373,5.4796,5.1252,5.3134,5.2222,5.2346,5.4311,5.6864
NRXN3,4.9299,4.5216,4.3434,4.3782,4.2002,4.3136,4.3164,4.5058
NSA2,11.4102,11.3532,10.9826,11.2532,10.2847,10.4967,10.4457,10.5746
NSD1,5.7512,6.0021,5.9568,5.9494,5.8185,5.8999,5.7921,5.7983
NSD2,8.8554,8.6635,9.1802,9.0991,8.1313,8.0946,8.3711,8.3809
NSD3,4.5795,4.5634,4.4454,4.3907,4.1476,4.0812,4.1861,3.9651
NSDHL,7.1719,6.6596,7.706,7.3839,7.9726,7.981,7.8471,8.0746
NSF,10.6257,10.4532,9.8539,10.0799,9.6667,9.7095,9.63,9.6034
NSFL1C,8.6711,8.5577,9.6604,9.3285,9.9734,9.8402,9.4536,9.7048
NSG1,5.3923,5.4838,5.2001,5.3282,5.3252,5.2894,5.2148,5.3326
NSG2,5.1218,4.7046,4.5125,4.6552,4.3843,4.6968,4.588,4.0538
NSL1,8.929,8.7724,8.6569,8.6524,7.9821,8.348,8.1124,8.3669
NSMAF,8.7163,8.2791,8.5516,8.5493,8.8841,8.9465,9.007,9.2431
NSMCE4A,8.5045,7.9046,8.4372,8.3002,8.0083,8.2423,8.0512,8.2061
NSUN3,7.5786,7.5778,7.1416,7.327,7.2921,7.1289,6.9259,7.2189
NSUN5,9.0598,9.0188,10.0074,9.7354,9.8529,9.687,9.6378,9.6606
NSUN5P1,8.5132,8.4831,9.0058,8.8196,8.8638,8.5464,8.7204,8.7122
NSUN6,3.8018,4.0822,3.9428,3.9219,4.0805,4.2649,4.6602,4.369
NSUN7,4.3641,3.881,4.0613,3.8793,3.7189,3.7256,3.7206,3.6396
NT5C2,7.4939,7.4421,7.9215,8.0741,8.8066,8.8724,8.5812,8.6529
NT5DC2,6.5808,6.4847,8.1312,7.9714,7.7238,7.4819,7.1724,7.8261
NT5DC3,5.7484,5.8967,5.6945,5.5875,5.6443,5.5434,5.6291,5.6071
NT5E,3.5789,3.7728,3.2723,3.3312,3.4323,3.3243,3.4021,3.4535
NT5M,4.9037,4.9777,5.385,5.3679,5.4552,5.144,5.0654,5.3793
NTAN1,8.2024,6.6593,7.9994,7.6769,8.0642,8.3339,7.9884,7.6532
NTF3,5.4699,5.5575,5.2909,5.599,5.107,5.1586,5.4466,5.2192
NTHL1,6.4739,5.7875,7.4711,7.1128,6.708,6.476,6.4222,6.7058
NTM,4.4243,4.5418,4.3223,4.6406,4.1783,4.4615,4.4934,4.3653
NTN1,4.3788,4.5701,3.9844,3.9638,4.3413,3.7682,3.6053,3.7144
NTN3,4.218,5.0833,4.5222,4.4435,4.154,4.4648,4.1905,4.4577
NTNG1,4.3282,3.9156,4.0297,3.9644,3.5851,3.9521,3.8017,3.6505
NTRK1,4.6599,4.0939,3.7212,4.2594,4.034,3.69,4.0449,4.1732
NTRK2,4.7245,4.6043,4.4694,4.6605,4.7542,4.4333,4.8697,4.3151
NTRK3,6.1138,6.2618,5.804,5.9982,5.7089,5.8867,5.9053,5.9993
NTS,3.4625,3.3932,3.5015,3.5433,3.328,3.3394,3.6124,3.3532
NTSR1,5.0615,4.9077,4.9432,5.0806,4.9909,4.7139,4.8333,4.3974
NTSR2,4.1855,4.2217,3.955,4.157,3.9109,3.8847,3.8859,3.7701
NUAK1,5.3628,5.0242,4.9704,4.6745,4.4038,4.497,4.3667,4.4636
NUBP1,8.5178,7.96,8.3069,8.2608,7.9753,7.8518,7.7787,7.7905
NUBP2,7.9339,7.7311,8.8775,8.6852,9.029,8.7576,8.7587,8.9441
NUBPL,6.2184,6.0837,6.8481,6.9665,6.4083,6.5255,6.9863,6.6793
NUCB1,7.9265,8.1251,8.6204,8.3406,5.66,5.4677,5.5539,5.4757
NUCB2,8.9327,8.9367,8.3073,8.6425,8.4819,8.7168,8.4385,8.5455
NUCKS1,9.1991,9.6377,9.9438,10.6005,11.0747,11.2142,11.2772,11.4805
NUDC,9.4127,9.1395,10.2159,10.0389,9.5814,9.5082,9.5183,9.6513
NUDCD3,8.9288,8.8242,9.212,9.0932,9.5321,9.3332,9.3805,9.4678
NUDT1,7.106,6.7959,8.2531,7.741,7.3741,7.5418,7.4929,7.6482
NUDT11,4.4196,4.728,4.133,4.1548,4.2222,4.3508,4.2994,4.338
NUDT13,6.4021,6.0625,6.0064,5.7703,4.7104,4.2987,4.3226,4.4347
NUDT15,7.5113,7.2163,7.5017,7.506,7.1151,7.3312,7.0268,7.4224
NUDT18,5.4359,5.7278,5.8653,5.5472,5.6845,5.7313,5.3218,5.7313
NUDT2,6.3205,5.7922,5.7243,5.8822,6.9574,6.9919,6.6227,6.7774
NUDT21,8.9503,8.6331,9.603,9.394,9.0128,8.7752,9.0569,9.3198
NUDT3,9.2024,9.0477,8.852,9.4041,8.2769,8.7004,8.5622,8.0015
NUDT4,3.4039,3.504,3.4323,3.4203,3.6958,3.6826,3.6935,3.396
NUDT6,4.7892,4.134,5.8509,5.4262,4.6536,4.4754,4.3809,4.1458
NUDT7,4.9458,4.8887,4.9629,5.1166,5.0114,4.7015,4.8479,4.7265
NUDT9,8.5174,8.008,8.2037,8.3135,7.8616,7.9506,7.6146,7.7044
NUFIP1,5.7549,5.5407,6.2092,5.9848,5.6689,5.7232,5.7459,5.6987
NUMA1,8.2469,8.7162,9.2549,8.875,7.9545,7.9054,7.9844,7.931
NUP107,10.142,10.0475,9.9451,10.2918,8.8691,8.9925,9.1826,9.3839
NUP133,9.1664,8.8674,8.7234,8.8372,8.1452,8.4037,8.2534,8.4343
NUP153,9.408,9.0954,9.2389,9.3787,9.1846,9.3724,9.577,9.5002
NUP155,8.3415,7.5639,8.7067,8.6608,7.0047,7.16,7.6846,7.5574
NUP160,7.5295,6.6716,7.5435,7.6406,6.0021,6.5611,7.0856,6.9466
NUP188,7.6994,7.3973,8.6223,8.52,8.7425,8.6715,8.7543,8.8207
NUP205,8.8218,8.5811,8.4524,8.4196,8.5842,8.4315,8.9971,8.7682
NUP210,7.6615,8.1886,8.7703,8.3978,7.6068,7.749,8.2256,8.1304
NUP214,8.1435,8.0362,8.4669,8.4826,7.864,7.8183,8.2059,7.7534
NUP37,10.3149,9.7785,10.1802,10.2137,8.2434,8.3114,8.2991,8.5086
NUP42,6.6176,6.6643,6.7064,6.9298,6.7526,7.0658,7.0747,6.8764
NUP43,9.1125,9.0011,9.2598,9.2703,8.7255,8.6378,8.8156,8.9158
NUP50,8.9469,8.7501,8.5226,8.9971,9.385,9.4926,9.4387,9.6194
NUP54,8.1522,7.7916,7.7768,7.9466,8.9557,9.2427,9.4095,9.3525
NUP58,5.3192,5.382,5.0025,5.382,6.3473,6.7679,6.64,6.904
NUP62,8.6709,8.1846,8.9975,8.8164,8.9074,8.9542,9.0609,9.0238
NUP62CL,3.4341,3.3271,3.4079,3.3676,3.4517,3.5989,3.6278,3.7358
NUP85,9.3667,9.3498,10.1509,10.0168,8.3694,8.1846,8.379,8.4733
NUP88,8.3156,7.7182,8.9245,8.7823,7.9792,8.3781,8.4635,8.6102
NUP93,8.1039,7.5711,8.8086,8.7796,8.8072,8.7673,8.9005,8.8627
NUP98,7.0847,6.4722,8.071,7.7149,7.0259,6.9047,7.3469,7.1483
NUPR1,11.5476,11.7363,12.3697,12.1837,11.408,11.2553,10.7326,10.829
NUS1P3,3.9317,3.6927,4.4254,4.3018,4.3428,4.2669,4.4133,4.462
NUSAP1,10.3515,10.4484,10.4435,10.7109,7.7656,8.2245,8.1025,8.1064
NUTF2,7.8983,8.3933,9.1423,8.8573,10.2513,10.3003,9.5293,10.0155
NVL,7.5968,7.533,7.7147,7.625,8.5905,8.3944,7.9709,8.055
NXF1,8.5715,8.6501,9.3724,9.023,8.911,8.8124,8.934,9.112
NXF3,4.145,4.3192,3.9267,4.1794,4.3744,3.9785,4.1807,4.2134
NXPE3,3.3385,3.4445,3.3669,3.297,3.4648,3.4061,3.2927,3.3798
NXPE4,4.8216,4.8712,4.2335,4.347,4.1554,4.2335,4.31,4.1225
NXPH3,7.3838,7.4117,7.1357,7.1964,6.4054,6.6946,6.8507,6.7895
NXPH4,6.517,6.8652,6.6175,6.1524,6.2877,5.5889,5.9211,5.6357
NXT1,8.6905,8.2176,8.8627,8.6705,8.2444,8.3443,8.5052,8.6891
NXT2,6.3037,5.9974,6.3673,6.6598,6.6131,6.7892,7.018,7.0405
NYNRIN,4.5657,4.2992,4.9337,4.5319,4.3598,4.3184,4.3059,4.1542
NYX,4.115,4.5891,4.128,4.1212,4.0997,4.1232,4.1767,4.0664
OARD1,8.3551,7.8096,8.13,7.7938,7.8678,7.9531,7.6819,7.8286
OAS1,4.4044,4.7464,4.3066,3.9803,3.8428,3.8791,4.1424,3.9435
OAS2,4.9015,5.4137,5.2846,4.9036,4.3977,4.745,4.4436,4.5638
OAS3,8.2317,7.8089,8.4536,8.3081,5.2649,5.6202,5.6884,5.4835
OASL,6.2664,6.2762,6.1955,6.2196,6.2462,6.1899,6.3462,5.9016
OAT,10.7687,10.77,10.1822,9.995,7.5605,7.7299,6.6717,6.8219
OAZ1,12.1628,12.3188,12.9069,12.7797,12.75,12.6932,12.6964,12.653
OAZ2,7.6578,7.968,9.3868,8.6819,8.7862,8.7403,8.5922,8.7408
OAZ3,7.881,7.6515,7.8144,7.1211,6.1182,5.8825,5.6094,5.8534
OBP2A,5.3121,5.6477,5.3955,5.4861,5.3096,5.2442,5.3684,5.2647
OBSCN,5.6604,5.6553,5.4749,5.5664,5.4608,5.3298,5.2931,5.369
OBSL1,7.1352,6.9357,6.6953,6.1834,8.5568,8.6616,7.9562,7.9345
OCA2,5.527,5.4038,5.3758,5.4633,5.3781,5.1598,5.1264,5.0875
OCEL1,8.4645,8.5292,8.7865,8.0721,8.9835,8.9952,8.8307,8.8712
OCLM,4.1609,4.2301,4.3817,4.3946,4.2548,4.2503,4.1518,4.2566
OCLN,6.0898,4.7743,5.7797,6.1318,6.0453,6.64,6.3111,6.6093
OCM2,3.9861,4.0043,3.822,3.919,4.1559,3.815,3.8846,3.822
OCRL,7.5612,7.0847,7.1982,7.2289,6.7698,6.9149,7.1755,6.8848
ODAM,4.7794,4.5271,3.7872,4.0248,4.7052,4.804,4.5123,4.636
ODC1,9.6711,9.2148,9.9871,9.9365,8.7729,8.8455,8.6815,8.817
ODF1,5.1455,5.6117,4.5201,4.4446,4.1882,4.4255,4.4638,4.3769
ODF2,5.6628,5.5212,7.0655,6.7988,7.3514,7.1725,7.2187,7.5643
ODR4,8.4798,8.6941,8.0173,8.5597,6.546,6.9314,6.9039,7.1365
OFD1,9.2317,9.423,8.37,8.4518,9.0531,9.0368,9.0011,9.1286
OGA,9.6896,9.5998,9.443,9.6504,9.3123,9.3279,9.4704,9.5597
OGDH,4.6913,6.7674,8.087,7.8323,8.6141,8.3018,8.4174,8.3001
OGDHL,5.5943,5.9025,5.8888,5.6588,5.4336,5.1679,5.3191,5.3315
OGFOD1,6.969,6.4687,8.1868,7.9712,7.5832,7.6034,7.5906,7.73
OGFOD2,7.3779,7.6538,8.5067,7.9816,7.2494,7.2805,7.2547,7.289
OGFOD3,6.9271,6.5908,7.4577,6.76,7.3309,7.6521,7.5603,7.9088
OGFR,7.313,7.4446,7.7112,7.7257,7.9007,7.8329,7.8391,7.8855
OGFRL1,6.3981,6.2981,5.8255,6.0317,5.0876,4.9717,5.0748,4.7244
OGG1,7.1007,6.4087,7.6163,7.1536,7.0582,7.0276,7.1655,7.3705
OGN,3.2858,3.253,3.1665,3.1942,3.1996,3.1354,3.2062,3.158
OGT,9.9226,9.6682,9.7224,9.6673,9.9707,10.1858,10.296,10.4647
OIP5,8.595,8.0573,9.213,9.0659,6.7407,6.9773,7.2883,7.817
OLA1,10.1783,10.1309,10.2723,10.4675,10.979,10.9639,11.1028,11.1429
OLAH,3.4403,3.2976,3.0836,3.2378,3.4872,3.3196,3.2688,3.2126
OLFM1,6.4372,6.7084,10.4688,10.2634,6.6604,6.7713,8.0139,7.7742
OLFM4,3.2676,3.1522,3.2143,3.2244,3.3022,3.3457,3.2903,3.2579
OLFML1,3.3192,3.4424,3.165,3.3513,3.025,3.308,3.3189,3.2992
OLFML2A,5.9019,5.6029,5.4435,5.1818,4.1613,4.2631,4.3588,4.0666
OLFML2B,3.9895,3.9986,3.8292,3.9973,3.8316,3.7713,3.7828,3.8576
OLFML3,9.2528,8.8996,11.5446,11.2119,4.4993,4.3045,4.0268,3.7053
OLIG2,4.0125,4.022,3.8219,4.0133,3.8572,3.8397,3.8649,3.8823
OLR1,5.519,4.3741,4.6244,5.2309,3.474,3.36,3.435,3.3084
OMD,3.6456,3.5273,3.5746,3.6111,3.467,3.3984,3.4476,3.4952
OMP,4.4894,5.019,4.005,4.1735,4.1193,3.7698,3.8223,3.9739
ONECUT1,4.0633,3.9703,4.0664,4.0777,3.9563,4.1264,4.121,3.9454
ONECUT2,5.5452,6.1339,5.1721,5.1598,5.0127,5.3853,5.4414,5.722
OPA1,9.2612,9.4677,8.4623,8.918,8.2825,8.4641,8.4755,8.2466
OPA3,3.6914,3.5775,3.7216,4.0007,4.547,4.7125,4.2782,4.7144
OPCML,4.6553,4.948,3.9979,4.1531,4.4027,4.3062,4.4521,4.2349
OPHN1,9.7126,9.7099,9.5005,9.5253,9.6905,9.4873,9.4551,9.4261
OPLAH,5.5675,5.4461,6.3688,5.6271,4.549,4.4315,4.5163,4.3141
OPN1SW,4.4044,4.1431,4.1414,4.0884,4.0401,4.1562,4.0946,3.9163
OPN3,8.2005,7.9278,7.4019,7.0394,9.2922,9.5252,9.2041,9.3427
OPRD1,5.2869,5.3903,4.907,4.7232,4.9507,4.8803,4.913,5.1479
OPRK1,4.6025,4.6865,4.4768,4.6158,4.4587,4.5323,4.7002,4.3725
OPRL1,5.4266,5.8098,5.0042,5.2592,4.7635,4.5416,5.252,5.1603
OPRM1,4.4362,4.1566,3.822,4.0248,3.9513,3.902,3.8815,3.7296
OPRPN,3.6624,3.8117,3.7369,3.6871,3.4247,3.4859,3.5902,3.2565
OPTN,8.7745,8.6406,8.4047,8.3419,6.7078,6.5865,6.4824,5.9894
OR10C1,4.7634,4.8214,4.1019,4.2039,4.1437,4.3052,4.2982,4.248
OR10H1,4.4598,4.8386,4.3612,4.7527,4.6242,4.606,4.3822,4.5064
OR10H2,3.6674,3.7371,3.5965,3.5965,3.8082,3.544,3.5857,3.7752
OR10H3,4.0741,3.8431,3.9642,4.1901,3.9874,3.9034,3.8903,3.6905
OR10J1,5.2632,5.0227,4.9269,5.1033,5.2704,5.2559,5.477,5.2485
OR11A1,4.1713,3.928,3.7871,3.6798,3.6878,3.7204,3.832,3.8318
OR12D2,5.2778,4.9962,4.9552,5.3355,5.2794,4.8882,5.3363,4.8731
OR12D3,4.0917,3.9139,4.0087,4.0708,3.8313,4.0444,4.0779,3.9047
OR1A1,4.0693,4.2991,3.4454,3.6609,3.7201,3.7359,3.8091,3.5212
OR1A2,3.6029,3.7396,3.4407,3.3955,3.2608,3.4081,3.5329,3.3214
OR1D2,4.5364,4.5653,4.5004,4.398,4.2013,4.4508,4.4858,4.2898
OR1E1,3.7412,3.5428,3.5058,3.6567,3.503,3.4935,3.7147,3.4287
OR1F1,5.4049,5.8454,5.2135,5.3823,5.204,5.1389,5.103,5.0668
OR1F2P,4.9037,5.1958,4.7379,4.6093,4.5241,4.4492,4.5278,4.613
OR1G1,3.9497,4.3887,4.006,4.0442,3.8315,4.0511,3.9258,3.891
OR2B2,3.4738,3.8829,3.3803,3.357,3.395,3.5885,3.4816,3.4958
OR2B6,4.1692,4.2454,3.8895,3.9921,3.8963,3.9074,4.0218,3.7462
OR2C1,4.5298,4.4072,4.4022,4.3192,4.265,4.3266,4.3462,4.3978
OR2F1,4.1407,4.2639,3.9712,4.1955,4.2241,3.902,4.3786,4.3863
OR2F2,3.2538,3.229,3.2694,3.3534,3.4517,3.2544,3.229,3.2044
OR2H1,4.7248,4.51,4.0561,4.1914,4.1196,4.1156,4.1748,4.0697
OR2H2,5.0123,5.3501,4.4443,4.5575,4.3691,4.4113,4.4612,4.4209
OR2J2,4.0163,3.9519,3.753,3.899,3.9189,3.7345,3.834,3.6631
OR2J3,3.7193,3.6158,3.4725,3.5583,3.4104,3.4787,3.4235,3.406
OR2S2,4.6135,4.3869,4.2309,4.425,4.3466,4.189,4.2136,3.9845
OR2W1,3.5719,3.4108,3.2494,3.3471,3.5138,3.4646,3.3354,3.276
OR3A1,3.6148,3.5631,3.6624,3.5427,3.3984,3.7622,3.5649,3.5094
OR3A2,4.0868,4.1825,3.8427,3.9937,3.9725,4.0373,3.9179,3.8089
OR3A3,5.4988,5.411,4.8975,4.979,4.7882,4.8786,4.9659,4.9201
OR51E2,4.7557,4.5603,4.4466,4.691,4.3583,4.4759,4.5625,4.5921
OR52A1,4.1143,4.1727,4.2139,4.1227,4.2042,4.2968,4.072,4.0076
OR5I1,4.4465,4.5956,4.1849,4.1241,4.0153,4.1134,4.3538,4.0764
OR6A2,3.8802,3.8531,3.8895,3.8915,3.4256,3.3934,3.8355,3.7715
OR7A10,3.7259,3.7977,3.8199,3.8599,4.0054,3.8943,3.7183,3.9595
OR7A17,4.2705,4.3947,4.3415,4.2774,3.8778,4.0493,4.2228,4.3844
OR7A5,4.0079,3.9931,4.0524,4.0388,3.7024,3.7519,3.8168,3.3669
OR7C1,4.3277,4.5274,4.2134,4.1954,4.0952,4.2891,4.2382,4.2185
OR7C2,5.1848,4.706,5.1881,5.0383,4.9206,4.9354,4.9162,4.9707
OR7E12P,6.8478,6.802,6.5952,6.109,6.4628,6.3843,6.0005,6.1831
OR7E14P,5.2779,4.6374,4.7693,4.3376,5.6689,6.1142,5.3471,5.6032
OR7E156P,5.8747,5.902,5.8843,5.479,5.4354,5.4935,5.4413,5.0968
OR7E19P,4.3604,4.2444,4.0458,3.8925,3.895,3.8667,3.699,3.7694
OR7E24,3.6113,3.8497,3.609,3.759,3.5101,3.8258,3.6967,3.609
OR7E2P,3.5771,3.6201,3.3385,3.5056,3.2431,3.2164,3.2417,3.3041
OR7E47P,5.6787,5.2797,5.3867,5.2246,5.6303,5.6167,5.2138,5.309
ORAI2,5.0643,5.1698,4.5524,5.0001,4.6649,4.5356,4.4351,4.5707
ORAI3,8.2181,8.6379,8.4201,7.7269,7.06,6.9359,6.4851,6.5762
ORC1,4.8192,5.1454,5.8601,5.4964,5.1822,5.5606,5.5311,5.8936
ORC2,5.9458,5.2338,6.8985,6.5508,6.9773,7.1379,6.9651,7.2348
ORC3,7.1684,7.1706,7.1136,7.3585,7.7399,7.7375,7.6903,7.9548
ORC4,8.7081,8.371,8.1617,8.5734,9.1438,9.2392,9.0727,9.3328
ORC5,8.2054,7.8196,8.147,8.0042,8.7071,8.691,8.7718,8.9151
ORC6,7.9366,7.5072,8.2434,8.3352,8.8428,8.9195,9.0221,9.1064
ORM1,3.9482,4.0178,4.2139,4.1577,4.1416,3.8743,3.9326,3.9407
ORMDL2,11.1379,10.6832,11.2109,11.0546,10.0338,10.045,9.8025,9.9427
OS9,11.2387,11.1979,11.2219,11.1672,10.371,10.3336,10.4909,10.1877
OSBP,9.7948,9.548,9.7376,9.6607,9.7617,9.6829,9.7138,9.7335
OSBP2,5.6287,5.6166,5.3366,5.4892,5.8813,5.3941,5.4526,5.5198
OSBPL10,7.6629,7.4471,7.2373,7.1211,7.8254,8.0841,7.5328,7.4254
OSBPL11,7.3339,6.1629,6.7575,6.972,7.8,8.0839,7.7691,8.0069
OSBPL1A,7.5238,7.0735,7.804,7.6402,8.2434,8.4474,8.0319,8.0386
OSBPL2,9.1052,8.7574,8.886,8.7891,8.6003,8.5813,8.4212,8.5524
OSBPL3,6.4812,5.7651,6.1177,6.7336,3.8865,3.7832,3.8586,3.8193
OSBPL7,5.5606,5.778,5.3749,5.5391,5.3423,5.207,5.4878,5.3423
OSBPL8,7.2561,6.7694,7.1756,8.0143,9.4974,9.5734,9.7965,9.7494
OSBPL9,9.8824,9.6603,8.8706,9.1671,9.206,9.4534,9.4372,9.39
OSER1,8.1573,7.8164,8.2862,8.261,7.7134,7.5193,7.3594,7.5888
OSGEP,6.5808,6.2835,7.4946,6.9525,8.1468,8.1267,7.9189,8.1978
OSGEPL1,6.9393,6.9099,7.7153,8.0094,7.1662,7.3198,7.3521,7.6085
OSGIN1,6.6594,6.6814,8.0196,7.5812,6.7639,6.6787,6.6933,6.7388
OSGIN2,4.513,4.6639,4.5582,4.5961,4.6663,4.4744,4.4813,4.4949
OSM,4.8767,5.1418,4.8026,4.6683,4.7368,4.665,4.5585,4.8523
OSMR,3.6987,3.7555,4.9656,5.6167,3.6377,3.8694,3.8943,3.7183
OSR2,5.3472,5.7404,5.6119,5.4682,5.2095,5.2544,5.2439,5.3597
OSTF1,7.887,7.7705,7.7218,7.6791,7.2898,7.3527,6.6275,7.0083
OSTM1,7.5383,6.8442,6.9253,7.0174,6.3469,6.4451,5.3314,5.9914
OTC,3.8789,4.2252,3.5754,3.4451,3.3307,3.4665,3.4912,3.3717
OTOF,4.9403,5.272,4.3932,4.3007,4.3757,4.4796,4.4482,4.4325
OTOR,6.7384,6.0496,6.3544,6.1618,5.177,5.0034,4.4603,4.7008
OTUB2,5.9904,5.569,6.4898,5.9527,5.5844,5.5492,5.5007,5.3915
OTUD3,5.1886,5.2928,6.3635,6.1432,5.9019,5.791,5.9041,5.6247
OTUD4,7.5577,7.8462,7.3626,7.6927,7.5014,7.5023,7.8212,7.5971
OTUD7B,4.6773,4.3341,4.2386,4.3481,4.4742,4.265,4.1485,4.281
OTULINL,4.349,4.2616,4.2789,4.3922,4.053,4.312,4.1906,4.1987
OVGP1,6.4174,6.2519,6.0498,6.0899,6.2577,6.1493,5.9885,5.9879
OVOL1,4.9834,5.2192,4.9501,5.1883,5.0375,4.8119,5.0249,5.0213
OVOL2,7.0883,6.1732,7.5516,7.0009,8.2486,8.4235,8.2207,8.3601
OVOL3,4.7942,5.4835,4.6385,4.8051,4.6703,4.5363,4.7516,4.6905
OXA1L,9.706,9.3284,10.075,9.8617,11.1453,11.1151,11.1416,11.2452
OXCT1,4.7745,3.8086,4.4486,4.4067,9.1297,9.1302,8.8898,8.9044
OXCT2,5.6573,5.7656,5.4553,5.6235,5.7826,5.5551,5.6262,5.6897
OXLD1,9.129,9.0138,9.6971,9.2332,8.295,8.33,8.2745,8.4663
OXR1,6.3304,6.3433,7.0339,7.4419,6.4456,7.0191,7.4427,7.6604
OXSM,9.0535,8.7275,9.2219,8.9054,9.1769,8.9451,8.9022,9.1688
OXSR1,9.4806,9.0157,9.2073,9.3018,8.1126,8.1153,8.2912,7.9644
OXT,4.6112,4.6687,4.158,4.5252,4.1611,4.2219,4.2689,4.0235
OXTR,4.1869,4.2709,3.8764,4.3666,4.3631,4.2707,4.2414,4.3605
P2RX1,6.2964,6.2579,6.012,5.852,6.0282,5.9301,6.0265,5.9118
P2RX2,6.5394,6.9963,5.8808,6.0736,5.9717,5.8378,5.9329,5.7187
P2RX3,3.924,3.7203,3.702,3.8965,3.9853,3.7965,3.6395,3.693
P2RX4,6.2736,7.9825,9.2213,8.761,8.6136,8.5183,8.2697,8.3248
P2RX5,5.2148,5.4909,5.0702,4.9326,5.0669,5.0932,5.0628,4.8956
P2RX6,5.9681,5.9791,5.4958,5.8011,5.6965,5.5382,5.4952,5.717
P2RX7,3.9734,4.0937,4.0297,4.0518,3.757,3.9601,3.9001,4.01
P2RY1,3.9782,3.8418,3.5865,3.7712,3.4353,3.5955,3.7329,3.8412
P2RY10,3.6554,3.5191,3.4432,3.3766,4.8325,4.801,4.8396,5.0356
P2RY13,3.8902,3.7804,3.7645,3.887,3.7864,3.7175,3.6813,3.7389
P2RY14,3.0828,2.9787,3.2313,3.1745,3.2384,3.1249,3.138,3.0003
P2RY2,7.2584,6.5128,7.5293,7.1621,8.1894,8.2403,7.8683,8.1259
P2RY4,4.502,4.6241,4.2189,4.0245,4.1468,3.9545,4.152,4.008
P2RY6,6.5725,6.5682,7.156,6.8596,5.8639,5.7904,5.6625,5.5816
P3H1,6.2085,6.0141,6.4538,5.9271,6.5995,6.3989,6.2916,6.4434
P3H2,4.6287,5.1729,4.1509,4.2826,4.1527,4.1429,4.257,4.0042
P3H3,4.755,5.1251,4.9078,4.6734,4.5774,4.6749,4.8559,4.4659
P3H4,7.315,6.9237,7.794,7.4307,6.0537,5.8114,6.087,5.8789
P4HA1,8.167,8.3233,8.6843,8.4895,8.3918,8.5122,8.3118,8.2913
P4HA2,7.1687,7.0192,8.5234,7.9633,7.7264,7.802,7.7368,7.9785
P4HB,11.3109,11.839,12.0883,12.0636,11.5263,11.6497,11.6078,11.4702
P4HTM,8.0092,8.2746,8.8486,8.2978,8.704,8.483,8.3655,8.5171
PA2G4,9.3826,9.2675,10.1976,10.1126,8.9169,8.8685,9.1858,9.1378
PAAF1,9.3235,9.0516,9.9026,9.54,10.3522,10.3426,10.5365,10.7448
PABPC1,12.6178,12.4052,12.7046,12.7169,12.676,12.6462,12.8261,12.7927
PABPC3,12.048,11.711,11.8361,11.9756,11.8661,11.9947,12.103,12.0927
PABPC4,8.3317,8.093,9.8179,9.6498,9.3619,9.4248,9.6847,9.6083
PABPN1,6.0835,5.991,5.8132,5.5994,7.8045,8.0343,8.3728,8.1079
PACRG,4.9616,5.3632,4.3647,4.2461,4.438,4.3195,4.373,3.8004
PACS1,4.0378,4.1623,4.2667,4.1445,4.5744,4.5337,4.0919,4.4074
PACS2,6.6669,6.7003,7.2698,7.0806,7.4897,7.4325,7.3482,7.416
PACSIN2,9.6211,9.5035,9.6295,9.4917,10.417,10.4468,10.4195,10.3116
PACSIN3,6.7169,6.7027,7.2436,7.1089,6.6068,6.5665,6.2848,6.285
PADI1,7.3731,7.1034,7.3063,7.2785,7.3452,7.1071,7.5031,7.1532
PADI2,6.6928,6.3474,5.9469,6.1704,10.1135,9.8402,9.6365,9.5597
PADI3,7.1141,7.4555,8.218,7.5098,5.3781,5.2935,5.6915,5.6059
PADI4,4.2825,4.0591,3.7636,3.9517,4.0124,4.042,4.0358,4.0648
PAEP,4.2246,4.0998,4.0839,4.3391,4.0158,4.0189,4.0039,4.0153
PAF1,7.3814,6.8889,7.5767,7.1614,7.1875,7.1862,6.7653,7.1988
PAFAH1B1,9.069,8.892,8.622,9.0033,9.0383,8.8654,8.7848,8.4709
PAFAH1B2,6.8873,6.255,6.8048,6.7387,6.2307,6.06,6.1601,5.9562
PAFAH1B3,7.9954,8.1021,9.301,8.839,9.3023,9.1453,8.9283,9.0468
PAFAH2,5.5496,5.5488,6.8381,6.3318,6.3479,6.3987,6.3188,6.0878
PAGE1,4.9203,4.8168,4.2691,4.3229,4.381,4.1708,4.2703,4.4395
PAGE4,4.7362,4.3965,4.4925,4.449,4.381,4.2287,4.4208,4.6272
PAGR1,8.576,7.8916,8.7487,8.498,8.7824,8.5557,8.7154,8.7924
PAICS,9.147,9.0322,10.3218,10.1956,10.7551,10.8583,11.0744,11.2814
PAIP1,9.7613,9.735,9.4627,9.443,10.3003,10.4539,10.1465,10.1811
PAIP2B,7.1554,6.6656,6.9383,6.5166,5.7553,5.6144,6.1013,5.6752
PAK1,4.2835,4.5271,6.2736,5.8889,4.0721,4.0189,4.2287,4.3637
