"","MCF7_S1","MCF7_S2","MCF7_S3","MCF7_TamR1","MCF7_TamR2","MCF7_TamR3"
"TRIM21",5.363661706,5.566114942,5.23503771,5.407318757,5.357516817,5.073863068
"TRIM22",3.304657056,2.251870549,1.695548468,2.095586908,2.896659358,3.154615611
"TRIM23",4.631104282,4.641314809,4.374552657,4.40135741,4.104755987,4.455228571
"TRIM24",7.723408387,7.678670556,6.987661942,7.138916836,7.114825083,6.914086097
"TRIM25",6.35526299,7.008114837,6.773864494,6.34948913,6.460398556,6.310721832
"TRIM26",8.027491369,8.015364871,7.843870815,7.663536757,7.571001716,7.549877059
"TRIM27",7.56749221,7.677952145,7.74359575,7.816324503,7.800524621,7.738369285
"TRIM28",10.75141853,10.79422333,10.9202732,10.94287147,10.88304799,10.86270321
"TRIM29",4.261681245,3.978378701,4.273739662,4.726068261,4.261982057,4.180784391
"TRIM3",5.849298752,5.867698821,5.591709333,5.464831606,5.429649437,5.60329994
"TRIM31",3.182851176,4.174646102,3.495567258,2.668119125,4.38901606,2.833699721
"TRIM32",7.000293018,6.992734447,6.834938704,6.416687765,6.512669363,6.418206818
"TRIM33",8.690225012,8.900296257,8.495351394,8.724363778,8.76235546,8.617236028
"TRIM37",11.24643956,11.34513631,11.09375162,11.40458173,11.47888184,11.30713533
"TRIM38",4.76006123,5.418864577,4.384187989,4.843280409,4.745721377,5.169884926
"TRIM44",7.643401669,7.337282929,8.006718786,8.00546736,7.61508519,7.828631582
"TRIM5",4.123086751,3.85589006,3.915998852,4.098200563,4.780730036,3.967168608
"TRIM58",2.693765712,2.184597684,3.942702161,2.89917563,2.3068455,2.789937869
"TRIM66",5.106055127,5.360574976,4.702325087,4.762880293,4.931162988,4.735684634
"TRIM9",3.775366656,3.508048279,4.857284353,2.801779482,3.211012193,3.312665174
"TRIO",5.934823124,6.268584105,6.004074363,6.320430522,6.571919463,6.251851618
"TRIOBP",7.019312726,6.828682351,6.449792451,6.552207976,6.470471789,6.366671916
"TRIP10",6.563234413,6.68707469,6.194599282,6.925619712,6.527070336,6.606397809
"TRIP11",5.871794375,5.787014474,5.76918989,5.149543909,5.663629259,5.328405659
"TRIP12",8.18913269,8.124777873,7.654277995,8.111114799,8.142362379,8.025859346
"TRIP13",6.274653037,6.673740141,6.898704163,7.137114107,7.278003339,7.195721611
"TRIP4",6.318389155,6.347683371,5.8763696,5.424552636,5.277947564,5.116156789
"TRIP6",8.946379968,9.186978359,9.045707794,8.170536014,8.134251749,8.142393015
"TRIT1",6.060133874,6.103035971,5.76450009,6.190081454,6.348993656,6.255934987
"TRMT1",5.46848557,5.568944145,6.159205324,6.948262092,6.429682909,6.783273294
"TRMT11",4.640158155,4.931588513,4.607330314,5.777077742,6.152974331,5.827082249
"TRMT112",10.84389593,10.78833416,10.92043846,10.5460803,10.48466986,10.61566917
"TRMT2A",4.852947667,4.87779332,4.655065551,5.23809897,5.286178846,4.937014757
"TRMT2B",6.020479977,5.841897662,5.383669736,5.716414798,5.768343145,5.520736527
"TRMT9B",3.61694576,3.883034236,3.020768865,3.753176627,3.599198755,4.042731877
"TRMU",1.434027675,1.921436331,2.64823533,3.801158656,4.360926074,3.805602014
"TRO",4.240924865,3.941951393,3.890446693,3.899369008,4.184915004,3.863740264
"TROAP",6.683724522,6.701964839,6.618928705,7.057396116,6.757196637,6.952333566
"TRPA1",3.785968967,2.950655038,3.676267408,3.685828047,3.333853043,4.03483197
"TRPC1",3.227124934,3.965507261,2.96014098,3.598960647,3.110029093,2.991499171
"TRPC2",3.650075209,2.513490746,3.769877505,3.868686765,2.723121646,4.372952098
"TRPC3",5.162653155,5.554834396,5.515100562,5.722766555,5.430920829,5.637204482
"TRPC4AP",5.64809149,5.938944406,5.477612573,6.043213249,5.822857589,5.975469694
"TRPC6",3.388602858,1.8871353,3.339707507,3.246256057,3.317738201,3.378789038
"TRPC7",1.798257933,2.296897858,1.321928095,2.493391151,1.848798181,0
"TRPM1",2.636682617,3.608217853,3.650994269,3.948600847,2.573374526,3.894623774
"TRPM2",5.057710194,4.729117667,4.456477629,5.207346273,4.573132118,4.87317339
"TRPM3",4.033423002,4.381560255,3.997111721,4.461724992,4.474241334,4.975492623
"TRPS1",8.58649455,8.585454586,7.536371564,8.414516119,8.646785492,8.230779423
"TRPV5",4.544361735,5.132124387,4.814704221,4.225120656,4.829240699,3.775050541
"TRPV6",3.793895883,2.935271148,4.003602237,3.683247296,3.860664895,3.476511304
"TRRAP",6.743528432,6.738511155,6.591679417,6.997416617,7.113565073,6.668147497
"TSBP1",3.218936121,3.232046713,0.871843649,2.583759754,2.409526713,3.322072357
"TSC1",7.997264177,7.48833826,8.299890275,7.488201667,7.265324369,7.660259798
"TSC2",6.143679121,6.442296625,6.110718194,6.723135302,6.710034954,6.734912802
"TSC22D1",9.332159659,9.595527903,8.469503442,9.295135249,9.109052303,9.359661722
"TSC22D2",7.196184072,7.25062056,7.159124574,7.289308848,7.413966352,6.8758292
"TSC22D3",8.45235245,8.47639789,8.053491515,8.749292904,8.725884274,8.79163177
"TSC22D4",7.34862194,7.415226277,6.809658817,6.748018374,6.408491093,6.526209693
"TSEN34",9.317873841,9.035502947,9.228328091,8.993510204,8.910966457,8.990203261
"TSFM",8.161242758,8.250876328,8.169213497,8.440885774,8.516779485,8.565330606
"TSG101",9.105971347,9.019585169,8.80814368,8.920233743,8.909365099,8.897887799
"TSHB",5.553206886,5.409221197,5.057363621,5.433693926,5.740846629,5.351380981
"TSHR",3.291750885,3.846593604,3.553974808,3.451408954,3.248383029,2.949161371
"TSKU",7.600604278,7.174835823,9.155546866,9.789828674,9.903833655,9.792523526
"TSN",7.916900553,8.078140131,8.087133954,7.994426984,8.006589765,7.883211457
"TSNAX",5.86505274,6.024164514,5.885671972,5.971152651,6.033841433,5.596428322
"TSPAN1",6.575720754,6.614017773,6.513490746,6.727076367,6.570022648,6.629283755
"TSPAN13",10.32584847,10.37730707,10.18827975,10.14022778,10.25222664,10.08781021
"TSPAN15",6.293830266,6.030358151,6.523138494,7.029232003,6.97499958,6.890945178
"TSPAN2",1.176960992,2.530070742,2.337996464,1.564134243,0.420078116,3.018278085
"TSPAN3",8.77060113,9.011948423,9.105424038,9.765947407,9.856332147,9.745316337
"TSPAN31",7.171397001,7.097758261,6.713255902,6.573844077,6.230203013,6.247054039
"TSPAN4",7.954993063,8.071349731,7.548459745,7.533501054,7.503189699,7.741642256
"TSPAN5",6.118422024,6.177997497,6.528727582,6.294492095,6.300782673,6.678832501
"TSPAN6",6.509980806,6.633808982,6.384602458,6.281846592,6.474452268,5.875362329
"TSPAN7",3.847295426,2.795766948,4.083894126,4.417650017,3.271575078,4.433760682
"TSPAN8",2.471707725,3.883425316,2.147632327,3.203827598,2.99004722,3.565353457
"TSPAN9",5.63375087,5.409255147,4.854394678,4.966984108,4.895448047,5.167759334
"TSPO",5.74789757,6.044088061,4.699940237,6.612529433,6.406128457,6.039094516
"TSPO2",4.195662563,3.642470537,3.155101558,4.347453063,3.838750118,3.653977179
"TSPOAP1",3.962734091,3.458382004,4.031659854,3.808590988,3.886550147,4.276794405
"TSPY1",3.394239735,3.038260575,1.961993677,2.528071165,3.958749894,2.996027123
"TSPYL2",6.931505782,6.491436258,6.211460045,4.458841304,4.712375673,4.89569039
"TSPYL4",7.214649397,7.277705849,7.170796366,7.323180892,7.465174559,6.966280486
"TSPYL5",8.059474257,8.112017193,8.421509453,9.603902619,9.623861376,9.325950757
"TSR1",8.559319726,8.990818751,8.782402012,8.513617071,8.605786915,8.674824302
"TSR2",7.847113737,7.895551048,7.452076469,7.02467428,6.947210275,6.75575553
"TSR3",6.562837699,6.547002465,6.759621917,7.126910926,6.96764128,6.833370832
"TSSC4",4.125403138,5.071591073,5.46479894,4.913559645,4.978470228,5.145595945
"TSSK1B",0,2.992405899,1.177598929,0,0.088141597,0.628540319
"TSSK2",2.277984747,2.773996325,2.837337788,2.279768422,2.614945367,2.872631791
"TST",7.854008119,7.88826227,7.636204075,7.015069322,7.019790857,7.147978226
"TSTA3",8.265774426,8.20945824,8.050931525,8.687032685,8.645809718,8.726769923
"TTBK2",3.846393021,4.42740504,4.58008517,4.020502201,4.374969902,4.540771246
"TTC1",6.872447109,7.012959686,6.877989585,6.70639241,7.011216072,6.946578817
"TTC12",4.326033928,4.048236186,3.781044909,6.796039609,6.906818459,6.782015335
"TTC19",8.333164297,8.386349686,8.375230619,8.168947846,8.073723851,8.108310127
"TTC22",3.270080366,4.095080492,3.753390598,3.403949364,3.352899737,2.598603411
"TTC27",5.472552756,5.386741982,6.079356776,6.167538574,6.136663073,5.789781409
"TTC28",4.374483104,3.752641563,4.287324531,4.398623997,4.253535517,4.055022076
"TTC30A",2.187767747,2.953823954,2.042294126,2.974345752,2.559736524,4.44619005
"TTC31",5.981396032,6.205490264,6.128911991,6.591021103,6.200928022,6.304967288
"TTC37",5.385362007,5.9529858,5.512764162,6.35229949,6.593114696,6.439988751
"TTC38",4.66914018,4.727866012,4.93743856,4.955452304,4.760966058,4.892002369
"TTC39A",8.084388537,8.112371736,7.65095838,8.522032202,8.605427662,8.404273031
"TTC4",4.649615459,5.367860269,5.487743583,5.588534756,5.76876658,5.39386234
"TTC9",5.440653266,5.724977624,4.631278932,5.82125101,6.024142346,5.926663665
"TTF1",6.452233002,6.719498345,6.532644241,6.319112093,6.464684602,6.209258394
"TTF2",4.414067863,4.799190944,5.61482761,6.394411245,6.357376055,6.108294444
"TTI1",5.664710377,5.802580986,5.668487923,5.517811092,5.121139766,5.425257872
"TTK",5.381560255,5.392386121,5.271799151,5.790146456,6.184002521,5.903182918
"TTLL1",4.522055749,4.787066729,3.909581116,3.887525271,4.415353054,4.756916534
"TTLL12",7.898692073,7.707952655,8.037228455,8.402747754,8.365801876,8.455795712
"TTLL4",5.055282436,4.930216927,5.077456652,6.22602678,6.549807766,6.021568561
"TTLL5",6.546076444,6.25143507,6.181758534,6.40913632,6.649284923,6.513680229
"TTN",2.974345752,4.033511102,3.039664829,3.070904484,3.078609835,3.880391667
"TTPA",4.04745114,2.855391772,2.261530815,3.510329019,2.730096466,2.98130469
"TTR",4.985637043,4.601102203,4.100304906,5.335140206,4.883229789,4.87592747
"TTTY14",0.984042426,0.089498151,1.10634832,2.409526713,0.788268083,2.157690514
"TTTY15",0,4.126972856,3.795559171,3.289244285,4.630696684,4.484911487
"TUB",4.100725406,2.687732595,4.19053585,3.748031796,4.40687676,4.168962884
"TUBA1A",9.077125476,9.143954566,8.724268267,8.991649387,9.029497058,9.016390458
"TUBA1B",12.76458344,12.69316327,12.93453769,12.89823103,12.85593015,13.00030059
"TUBA1C",12.68156303,12.61635976,12.71712695,12.63585481,12.65804631,12.73319565
"TUBA4A",3.211323757,4.553851968,4.256935161,4.196292286,4.399102718,4.812857571
"TUBA4B",4.182295025,3.184438998,3.761498045,4.789572768,2.801779482,4.898111589
"TUBB",11.73755157,11.87154221,12.12933712,12.52483233,12.51045809,12.58212645
"TUBB1",5.621436529,5.333423734,5.774602594,5.022811651,5.385431037,5.304985535
"TUBB2A",6.355210124,6.567545448,5.74262607,6.369431585,6.132720776,5.793479761
"TUBB2B",0,3.718197207,2.974345752,2.275305094,0.931304844,1.687508661
"TUBB3",10.31751324,10.45112764,10.49215964,10.63392974,10.66875205,10.53857502
"TUBB4A",4.588444808,4.814755483,4.624685811,4.30903063,4.030336078,4.116198385
"TUBB4B",11.03983136,11.21069265,11.24746711,11.20489266,11.33715468,11.28291061
"TUBB6",6.407573694,7.064764317,7.106411139,7.415496722,7.220213854,7.429733116
"TUBB7P",2.905735978,3.943264981,3.139633205,2.740495874,2.797220545,2.740495874
"TUBD1",9.464206733,9.528489274,9.417974843,9.517196941,9.249864834,9.407934777
"TUBG1",7.889783805,8.176048451,7.864074688,8.395546988,8.354037756,8.570819614
"TUBG2",6.209960169,5.392798241,5.055065473,4.643452179,5.058143293,5.130724991
"TUBGCP2",7.597054368,7.545041683,7.553322101,7.507422028,7.385862401,7.416054354
"TUBGCP3",4.816036444,4.803537038,4.170726276,4.906650126,4.618356134,4.810031728
"TUBGCP4",6.497995501,6.293020952,6.486875235,6.03265189,5.757663354,6.126807703
"TUBGCP5",4.630696684,4.891321967,4.768343145,4.284736206,4.554588852,3.946637297
"TUFM",10.73305007,10.67375957,10.64926965,11.15822593,11.07724701,11.17080075
"TUFT1",7.750820857,7.859447818,6.836113491,9.658588177,9.902403757,9.405786063
"TUG1",9.498605912,9.920544904,9.362995812,9.276208172,9.470032452,9.280207035
"TULP1",4.273888824,2.499016697,4.379551653,4.634012356,4.525630426,4.357270476
"TULP2",3.935554039,3.286733323,4.252930296,2.833092483,3.7382274,3.439756099
"TULP3",5.571252069,5.607714981,5.452430704,5.566388979,4.973749018,5.518661023
"TULP4",6.880256963,6.873591758,6.856413078,6.152690464,5.929814664,5.730993115
"TUSC2",6.382044671,6.419808529,6.274671671,6.683457857,6.564195229,6.609119625
"TUSC3",7.910630739,7.778175716,7.481403897,7.110425888,7.041210122,6.978790527
"TUT4",4.211401637,3.478065793,3.820178962,4.74899785,4.711494907,4.429816789
"TVP23B",7.270968038,6.922459527,7.314968365,6.797064872,6.788777051,6.941857519
"TWF1",7.358484177,7.597940803,7.389282856,7.660801722,7.789546686,7.587447505
"TWF2",5.024319679,4.850499414,4.321495221,4.966799585,4.743568823,4.86155842
"TWIST1",8.555747147,8.831566937,8.137759661,6.083575061,5.913798965,6.264461367
"TWISTNB",3.761285273,4.339707507,4.118525849,3.213347282,2.894914748,3.136683578
"TWNK",4.921245889,4.85109937,6.363241177,6.294969894,6.492670392,6.249009129
"TXK",2.10400111,2.651223943,2.792022388,1.485941983,2.142413438,3.751142325
"TXLNA",6.165087881,5.982240668,6.386586801,6.461790463,6.461692255,6.29318653
"TXLNGY",3.829342194,2.988775562,3.292487292,3.387362541,3.841469999,2.692203992
"TXN",10.12564723,10.07895134,10.36069787,11.10508678,11.08705106,11.23893192
"TXN2",7.883339776,7.819067787,7.808243452,7.976260517,7.58082385,7.936885237
"TXNDC9",7.679782682,7.621539096,7.603648597,7.105782824,7.216755557,7.161111723
"TXNIP",9.409632779,9.404873327,9.112731405,9.384738429,9.306827277,9.162693432
"TXNL1",8.360487188,8.621583051,8.335158075,8.58126085,8.605046089,8.514003872
"TXNL4A",8.088332439,8.187772695,8.243888012,8.84631466,8.808008495,8.717535916
"TXNL4B",6.521977258,6.762813869,6.585338154,6.322883564,6.467246869,6.083809049
"TXNRD1",7.547326432,7.830375763,8.119807467,9.104323554,9.271439683,9.368449713
"TXNRD2",5.263071976,5.715563951,5.349825247,5.600150793,5.349152934,5.181818154
"TYK2",6.981670022,6.910492832,6.812164467,6.612794795,6.367073968,6.648522966
"TYMP",5.612323008,6.028900616,5.472942604,6.060350076,5.471480133,6.138937309
"TYMS",8.771687538,8.999895739,9.126547032,8.858826465,8.906761348,8.975704694
"TYR",3.001802243,3.961160258,4.616534141,4.527132908,4.019879794,4.595205256
"TYRO3",5.12122267,4.916333323,4.739578112,4.207346273,5.069272525,5.488065061
"TYROBP",4.266261829,1.700883556,3.205548911,2.294841271,2.954940735,3.472097801
"TYRP1",4.429147263,2.711715149,6.221335776,4.252551904,3.382252228,0.80240004
"TYW1",5.830660974,5.874206786,6.096767855,6.029187823,6.112679284,6.005018153
"U2AF1",10.13428769,10.11453621,10.33757619,10.02226516,10.07877926,10.15370782
"U2AF2",8.5760837,8.628711635,8.628245025,8.74540206,8.786067015,8.689180329
"U2SURP",6.419791678,6.201202556,6.748286789,6.949161371,7.117518435,7.14683848
"UAP1",6.415336151,6.717525635,6.810995705,7.75267501,7.818320136,7.498777419
"UAP1L1",6.812703577,6.187074891,7.007105779,5.360785645,4.789468437,4.9782414
"UBA1",10.29724416,10.20865869,9.862742728,9.945615018,9.972162745,9.880403913
"UBA2",8.323572731,8.454879134,8.640234089,8.826198893,8.811448552,8.844002681
"UBA3",4.838296306,4.886355044,4.950981571,5.177439471,5.23250727,5.256897432
"UBA5",5.541855525,5.761710784,5.849273728,5.896005376,5.777314501,5.984065219
"UBA6",4.72049737,5.300782673,5.575705629,5.51762215,5.897869652,5.718854771
"UBAC1",6.391131865,6.531319072,6.174506292,6.390598906,6.580431944,6.198945907
"UBAP2L",7.770928129,7.92969633,8.320240959,8.739615239,8.797460507,8.686374461
"UBB",12.72680078,12.64732485,12.22838461,12.23269853,12.32937059,12.23428545
"UBC",13.31287658,13.34947987,13.24961985,13.25636778,13.28246196,13.23245451
"UBE2A",8.428217781,8.559484165,8.305551072,8.360438903,8.516925214,8.307123377
"UBE2B",9.051271488,9.328883576,8.889038454,9.304225815,9.211540351,9.149688699
"UBE2C",9.320538832,9.438467522,9.21861409,9.469352842,9.657957918,9.584152636
"UBE2D1",6.166132948,6.310467369,6.276496666,6.997371451,7.036239563,6.737456928
"UBE2D2",8.024386174,8.540778994,8.625434888,8.380045405,8.522608992,8.140655972
"UBE2D3",9.678656473,9.659626701,9.654734472,9.632848013,9.805922787,9.706939723
"UBE2D4",7.509949146,7.642780981,7.352599645,7.629181737,7.561868344,7.69950305
"UBE2E1",8.65430306,8.706599619,8.726807381,8.859345313,8.895196573,8.739824481
"UBE2E3",6.918791697,7.171527106,6.952182113,7.874729353,8.07879127,7.723456171
"UBE2G1",7.399897387,7.71487055,7.072834683,7.703626771,7.772387161,7.6721778
"UBE2G2",7.956782697,7.647875704,8.516720401,7.697252561,7.311957156,7.893435023
"UBE2H",7.922863847,7.88891977,7.58171278,7.759315651,7.523718762,7.620755008
"UBE2I",9.965730904,10.15302375,10.14048727,10.00340407,10.25521981,10.03712273
"UBE2J1",6.256274747,6.288303186,6.448108044,6.894914748,7.170536014,6.914193757
"UBE2K",8.741038833,8.81920194,8.897346324,9.005602095,9.10629335,9.094006407
"UBE2L3",9.392746732,9.589817782,9.312367939,9.315978251,9.366497076,9.321114095
"UBE2L6",6.972692654,7.166876092,6.488097204,6.413644852,6.488322191,6.462641321
"UBE2M",9.525432718,9.473005538,9.661696165,9.626871661,9.638298336,9.612428067
"UBE2N",9.268354853,9.390285055,9.391583007,9.519716837,9.654952814,9.647114801
"UBE2NL",4.96790637,5.957589631,5.837691,6.275826528,6.403642665,6.165148193
"UBE2O",5.328118384,5.193377511,5.226469996,5.757556689,5.03329084,5.229164896
"UBE2Q1",9.038507516,9.122564016,8.915918209,8.547445973,8.534512997,8.519420029
"UBE2S",10.12450779,10.20150277,10.32302998,9.953442771,9.985669771,10.14163715
"UBE2V2",7.739510606,8.08158463,7.838743816,8.112230972,8.265169629,8.072084357
"UBE2W",4.864829951,4.979247974,4.322505058,4.202182608,4.925144938,4.8008999
"UBE2Z",9.817101977,9.940765791,9.924782818,9.163214412,9.121233033,9.104737644
"UBE3A",7.279480582,7.569377162,7.454891469,6.850686927,7.041867191,6.495950937
"UBE3B",7.247186993,7.194116609,7.367100185,7.763497889,7.495495307,7.535850784
"UBE3C",7.585443319,7.600634009,7.526788727,7.915234054,7.904116754,7.901198771
"UBE4A",8.162768948,8.228395438,8.107829077,8.320845668,8.381486713,8.260637316
"UBE4B",6.420398185,6.395971055,6.720579451,6.924289952,6.926319718,7.084553303
"UBFD1",7.356399147,7.359731993,6.877118456,7.159891514,7.278068406,7.067477386
"UBL3",7.696710252,7.808822633,7.813556755,8.507374454,8.50932768,8.549207089
"UBL5",8.794357378,8.740151782,8.427442754,8.550977598,8.514422133,8.683099886
"UBN1",7.269538151,7.522102842,7.163689925,7.071151265,7.193998379,6.741372601
"UBOX5",5.250544768,4.932013912,4.662319452,4.849398845,5.027817553,4.715179532
"UBP1",7.940636607,7.975584333,7.913080885,8.298891965,8.438263738,8.284796345
"UBQLN2",6.420364497,6.620806317,6.468257468,6.705010253,6.633910673,6.470048726
"UBR2",5.74679645,5.475474047,5.233351243,5.8589259,5.649443015,5.77151588
"UBR4",6.172147444,6.593294006,5.678015549,6.265418142,6.854656482,5.772994106
"UBR5",7.825633007,7.738261184,7.555900494,7.545674983,7.76151799,7.424561033
"UBR7",7.691987727,7.785132015,7.791130322,7.687648624,7.670033012,7.519227366
"UBTF",6.526632254,7.553683046,6.784530156,6.970784646,7.08006068,6.80793446
"UBXN1",8.63626934,8.731841701,8.583293419,7.841771892,7.883150349,7.805930846
"UBXN2B",6.364239734,5.402926781,6.459185684,5.646767494,6.139019197,6.251832686
"UBXN4",8.277798821,8.074264582,7.9727788,7.87827167,7.691143289,7.806304722
"UBXN7",6.383289566,6.571889134,6.543526816,6.242221395,6.467132725,6.389790495
"UBXN8",5.086698859,5.662433396,5.592008461,5.873074932,5.978996396,6.019390572
"UCHL1",3.262282806,3.414541488,3.985136067,3.86284809,4.75947545,4.390323753
"UCHL3",7.217269498,7.268874127,7.075511239,7.703495271,7.783122659,7.645326989
